FormName,FormFreq,Username,The people I work with have excellent knowledge of autism,"I feel that if a new person was to join the team and they disclosed they were autistic, they would be well supported and understood by others",I feel that the management of the team are constantly improving their knowledge about autism,It is easy to find information within the organisation about supporting autistic employees,There are established pathways for autistic people to seek advice and support for managing their daily work activities,The organisation has been proactive in making adjustments and providing autism awareness training for employees,I think the organisation performs better than other organisations in the sector in terms of quality of support for autistic employees,Date,ID
Autistica - Organisational Culture,30,47375033,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,14/08/2019,1838
Autistica - Organisational Culture,30,39847852,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,14/08/2019,1839
Autistica - Organisational Culture,30,68971632,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,14/08/2019,1840
Autistica - Organisational Culture,30,22090963,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,14/08/2019,1841
Autistica - Organisational Culture,30,60377624,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,14/08/2019,1842
Autistica - Organisational Culture,30,30738880,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,14/08/2019,1843
Autistica - Organisational Culture,30,86589369,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,14/08/2019,1844
Autistica - Organisational Culture,30,66155821,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,14/08/2019,1845
Autistica - Organisational Culture,30,61677296,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,14/08/2019,1846
Autistica - Organisational Culture,30,56419454,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,14/08/2019,1847
Autistica - Organisational Culture,30,86397034,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,14/08/2019,1848
Autistica - Organisational Culture,30,41455969,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,14/08/2019,1849
Autistica - Organisational Culture,30,23394144,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,14/08/2019,1850
Autistica - Organisational Culture,30,21326904,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,14/08/2019,1851
Autistica - Organisational Culture,30,44980497,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,14/08/2019,1852
Autistica - Organisational Culture,30,38982647,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,14/08/2019,1853
Autistica - Organisational Culture,30,80484260,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,14/08/2019,1854
Autistica - Organisational Culture,30,24052776,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,14/08/2019,1855
Autistica - Organisational Culture,30,70538701,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,14/08/2019,1856
Autistica - Organisational Culture,30,89804580,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,14/08/2019,1857
Autistica - Organisational Culture,30,17191527,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,14/08/2019,1858
Autistica - Organisational Culture,30,12248148,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,14/08/2019,1859
Autistica - Organisational Culture,30,14567809,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,14/08/2019,1860
Autistica - Organisational Culture,30,53779464,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,14/08/2019,1861
Autistica - Organisational Culture,30,97777931,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,14/08/2019,1862
Autistica - Organisational Culture,30,99713717,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,14/08/2019,1863
Autistica - Organisational Culture,30,93466703,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,14/08/2019,1864
Autistica - Organisational Culture,30,37419497,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,14/08/2019,1865
Autistica - Organisational Culture,30,35358065,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,14/08/2019,1866
Autistica - Organisational Culture,30,86131995,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,14/08/2019,1867
Autistica - Organisational Culture,30,57180656,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,14/08/2019,1868
Autistica - Organisational Culture,30,62929404,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,14/08/2019,1869
Autistica - Organisational Culture,30,30901982,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,14/08/2019,1870
Autistica - Organisational Culture,30,93085379,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,14/08/2019,1871
Autistica - Organisational Culture,30,77431644,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,14/08/2019,1872
Autistica - Organisational Culture,30,67013133,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,14/08/2019,1873
Autistica - Organisational Culture,30,13838301,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,14/08/2019,1874
Autistica - Organisational Culture,30,66718298,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,14/08/2019,1875
Autistica - Organisational Culture,30,24641611,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,14/08/2019,1876
Autistica - Organisational Culture,30,67388864,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,14/08/2019,1877
Autistica - Organisational Culture,30,25055544,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,14/08/2019,1878
Autistica - Organisational Culture,30,24503298,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,14/08/2019,1879
Autistica - Organisational Culture,30,43928283,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,14/08/2019,1880
Autistica - Organisational Culture,30,19630284,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,14/08/2019,1881
Autistica - Organisational Culture,30,87042105,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,14/08/2019,1882
Autistica - Organisational Culture,30,71593024,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,14/08/2019,1883
Autistica - Organisational Culture,30,31866214,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,14/08/2019,1884
Autistica - Organisational Culture,30,97162166,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,14/08/2019,1885
Autistica - Organisational Culture,30,41273901,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,14/08/2019,1886
Autistica - Organisational Culture,30,43440948,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,14/08/2019,1887
Autistica - Organisational Culture,30,77705205,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,14/08/2019,1888
Autistica - Organisational Culture,30,58358243,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,14/08/2019,1889
Autistica - Organisational Culture,30,47815963,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,14/08/2019,1890
Autistica - Organisational Culture,30,69828639,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,14/08/2019,1891
Autistica - Organisational Culture,30,38868666,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,14/08/2019,1892
Autistica - Organisational Culture,30,72888018,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,14/08/2019,1893
Autistica - Organisational Culture,30,43522829,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,14/08/2019,1894
Autistica - Organisational Culture,30,41811454,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,14/08/2019,1895
Autistica - Organisational Culture,30,40690745,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,14/08/2019,1896
Autistica - Organisational Culture,30,25057429,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,14/08/2019,1897
Autistica - Organisational Culture,30,39249976,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,14/08/2019,1898
Autistica - Organisational Culture,30,63410382,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,14/08/2019,1899
Autistica - Organisational Culture,30,61657100,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,14/08/2019,1900
Autistica - Organisational Culture,30,22222222,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,30/08/2019,1901
Autistica - Organisational Culture,30,11111111,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,30/08/2019,1902
Autistica - Organisational Culture,30,12077101,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,30/08/2019,1903
Autistica - Organisational Culture,30,38961843,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,30/08/2019,1904
Autistica - Organisational Culture,30,67611589,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,30/08/2019,1905
Autistica - Organisational Culture,30,32500162,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,30/08/2019,1906
Autistica - Organisational Culture,30,90705766,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,30/08/2019,1907
Autistica - Organisational Culture,30,46465154,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,30/08/2019,1908
Autistica - Organisational Culture,30,36480781,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,30/08/2019,1909
Autistica - Organisational Culture,30,86004302,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,30/08/2019,1910
Autistica - Organisational Culture,30,74046800,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,30/08/2019,1911
Autistica - Organisational Culture,30,67512682,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,30/08/2019,1912
Autistica - Organisational Culture,30,87436666,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,30/08/2019,1913
Autistica - Organisational Culture,30,28755653,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,30/08/2019,1914
Autistica - Organisational Culture,30,66722819,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,30/08/2019,1915
Autistica - Organisational Culture,30,65438804,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,30/08/2019,1916
Autistica - Organisational Culture,30,15938146,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,30/08/2019,1917
Autistica - Organisational Culture,30,37603401,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,30/08/2019,1918
Autistica - Organisational Culture,30,23337145,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,30/08/2019,1919
Autistica - Organisational Culture,30,99599196,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,30/08/2019,1920
Autistica - Organisational Culture,30,25718877,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,30/08/2019,1921
Autistica - Organisational Culture,30,97909632,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,30/08/2019,1922
Autistica - Organisational Culture,30,40268226,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,30/08/2019,1923
Autistica - Organisational Culture,30,63985686,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,30/08/2019,1924
Autistica - Organisational Culture,30,63237915,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,30/08/2019,1925
Autistica - Organisational Culture,30,50544037,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,30/08/2019,1926
Autistica - Organisational Culture,30,14286843,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,30/08/2019,1927
Autistica - Organisational Culture,30,53175760,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,30/08/2019,1928
Autistica - Organisational Culture,30,56361261,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,30/08/2019,1929
Autistica - Organisational Culture,30,66411825,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,30/08/2019,1930
Autistica - Organisational Culture,30,34060153,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,30/08/2019,1931
Autistica - Organisational Culture,30,11168511,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,30/08/2019,1932
Autistica - Organisational Culture,30,85920205,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,30/08/2019,1933
Autistica - Organisational Culture,30,83766303,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,30/08/2019,1934
Autistica - Organisational Culture,30,64793738,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,30/08/2019,1935
Autistica - Organisational Culture,30,59096037,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,30/08/2019,1936
Autistica - Organisational Culture,30,77773077,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,30/08/2019,1937
Autistica - Organisational Culture,30,47375033,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,30/08/2019,1938
Autistica - Organisational Culture,30,39847852,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,30/08/2019,1939
Autistica - Organisational Culture,30,68971632,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,30/08/2019,1940
Autistica - Organisational Culture,30,22090963,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,30/08/2019,1941
Autistica - Organisational Culture,30,60377624,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,30/08/2019,1942
Autistica - Organisational Culture,30,30738880,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,30/08/2019,1943
Autistica - Organisational Culture,30,86589369,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,30/08/2019,1944
Autistica - Organisational Culture,30,66155821,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,30/08/2019,1945
Autistica - Organisational Culture,30,61677296,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,30/08/2019,1946
Autistica - Organisational Culture,30,56419454,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,30/08/2019,1947
Autistica - Organisational Culture,30,86397034,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,30/08/2019,1948
Autistica - Organisational Culture,30,41455969,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,30/08/2019,1949
Autistica - Organisational Culture,30,23394144,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,30/08/2019,1950
Autistica - Organisational Culture,30,21326904,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,30/08/2019,1951
Autistica - Organisational Culture,30,44980497,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,30/08/2019,1952
Autistica - Organisational Culture,30,38982647,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,30/08/2019,1953
Autistica - Organisational Culture,30,80484260,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,30/08/2019,1954
Autistica - Organisational Culture,30,24052776,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,30/08/2019,1955
Autistica - Organisational Culture,30,70538701,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,30/08/2019,1956
Autistica - Organisational Culture,30,89804580,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,30/08/2019,1957
Autistica - Organisational Culture,30,17191527,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,30/08/2019,1958
Autistica - Organisational Culture,30,12248148,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,30/08/2019,1959
Autistica - Organisational Culture,30,14567809,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,30/08/2019,1960
Autistica - Organisational Culture,30,53779464,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,30/08/2019,1961
Autistica - Organisational Culture,30,97777931,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,30/08/2019,1962
Autistica - Organisational Culture,30,99713717,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,30/08/2019,1963
Autistica - Organisational Culture,30,93466703,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,30/08/2019,1964
Autistica - Organisational Culture,30,37419497,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,30/08/2019,1965
Autistica - Organisational Culture,30,35358065,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,30/08/2019,1966
Autistica - Organisational Culture,30,86131995,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,30/08/2019,1967
Autistica - Organisational Culture,30,57180656,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,30/08/2019,1968
Autistica - Organisational Culture,30,62929404,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,30/08/2019,1969
Autistica - Organisational Culture,30,30901982,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,30/08/2019,1970
Autistica - Organisational Culture,30,93085379,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,30/08/2019,1971
Autistica - Organisational Culture,30,77431644,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,30/08/2019,1972
Autistica - Organisational Culture,30,67013133,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,30/08/2019,1973
Autistica - Organisational Culture,30,13838301,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,30/08/2019,1974
Autistica - Organisational Culture,30,66718298,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,30/08/2019,1975
Autistica - Organisational Culture,30,24641611,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,30/08/2019,1976
Autistica - Organisational Culture,30,67388864,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,30/08/2019,1977
Autistica - Organisational Culture,30,25055544,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,30/08/2019,1978
Autistica - Organisational Culture,30,24503298,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,30/08/2019,1979
Autistica - Organisational Culture,30,43928283,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,30/08/2019,1980
Autistica - Organisational Culture,30,19630284,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,30/08/2019,1981
Autistica - Organisational Culture,30,87042105,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,30/08/2019,1982
Autistica - Organisational Culture,30,71593024,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,30/08/2019,1983
Autistica - Organisational Culture,30,31866214,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,30/08/2019,1984
Autistica - Organisational Culture,30,97162166,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,30/08/2019,1985
Autistica - Organisational Culture,30,41273901,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,30/08/2019,1986
Autistica - Organisational Culture,30,43440948,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,30/08/2019,1987
Autistica - Organisational Culture,30,77705205,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,30/08/2019,1988
Autistica - Organisational Culture,30,58358243,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,30/08/2019,1989
Autistica - Organisational Culture,30,47815963,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,30/08/2019,1990
Autistica - Organisational Culture,30,69828639,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,30/08/2019,1991
Autistica - Organisational Culture,30,38868666,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,30/08/2019,1992
Autistica - Organisational Culture,30,72888018,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,30/08/2019,1993
Autistica - Organisational Culture,30,43522829,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,30/08/2019,1994
Autistica - Organisational Culture,30,41811454,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,30/08/2019,1995
Autistica - Organisational Culture,30,40690745,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,30/08/2019,1996
Autistica - Organisational Culture,30,25057429,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,30/08/2019,1997
Autistica - Organisational Culture,30,39249976,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,30/08/2019,1998
Autistica - Organisational Culture,30,63410382,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,30/08/2019,1999
Autistica - Organisational Culture,30,61657100,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,30/08/2019,2000
Autistica - Organisational Culture,30,22222222,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,01/09/2019,2001
Autistica - Organisational Culture,30,11111111,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,01/09/2019,2002
Autistica - Organisational Culture,30,12077101,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,01/09/2019,2003
Autistica - Organisational Culture,30,38961843,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,01/09/2019,2004
Autistica - Organisational Culture,30,67611589,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,01/09/2019,2005
